ID,Firm_ID,Year_of_Establishment,FirmName,Legal_Representative,Registered_Capital,Paid_in_Capital,Date_of_Establishment,Business_Status,Unified_social_credil_code,Registration_number,Taxpayer_number,Organization_code,Type_of_enterprise,Industry,Date_of_approval,Registration_Authority,Term_of_operation,Taxpayer_qualification,Staff_size,Insured_number,Former_name,English_name,Registered_address,Business_scope,Email,Label,Province,Province_code,City,City_code,County,County_code
27197839,1a7a92bccb0b7101a40aa5accbf05231,2017,南昌市纯茂贸易有限公司,易宗玲,50万人民币,-,2017-10-30,注销,91360106MA36WJ1C9A,360106210081261,91360106MA36WJ1C9A,MA36WJ1C9,有限责任公司(自然人独资),批发业,,南昌高新技术产业开发区市场和质量监督管理局,2017-10-30至2047-10-29,-,-,-,-,-,江西省南昌市南昌高新技术产业开发区高新大道699号聚仁总部经济园6#楼1503室,"国内贸易；网上贸易代理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",13576175976@163.com,,江西省,360000,南昌市,360100,青山湖区,360111
99224471,5dd0485e1bbe29cb86f9c02ca5d5b89d,2018,济宁市宇乾股权投资合伙企业（有限合伙）,丛卫国,,,2018-03-06,在业,,,,,,,,,,,,,,,,,sdrhzg@163.com,小微企业,山东省,370000,济宁市,370800,任城区,370811
10864247,4d72991193d46b2c4ccc7aad09ab19cc,2018,青岛美魅儿医疗器械有限公司,耿骞,800万,-,2018-03-22,在业,91370203MA3MU1JF2A,370203230469570,91370203MA3MU1JF2A,MA3MU1JF2,有限责任公司(自然人独资),批发业,,青岛市市北区市场监督管理局,2018-03-22至无固定期限,-,-,0,-,-,山东省青岛市市北区徐州路176号中锦大厦512,批发：一类医疗器械、二类医疗器械（依据备案凭证开展经营活动）、仪器仪表、五金交电、电子产品、日用百货、化妆品、办公用品、服装鞋帽；依据《食品经营许可证》开展预包装食品、散装食品销售经营活动；医疗器械信息咨询；商务信息咨询（不含商业秘密）；医疗器械技术服务；展览展示服务；医疗设备维修（不含特种设备）；货物及技术进出口业务；经营无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,18613367777@163.com,小微企业,山东省,370000,青岛市,370200,市北区,370203
88733506,93ad918893b8897ae45f3084e562f613,2018,义乌市晓晓发艺工作室,戴志标,,,2018-06-27,存续,,,,,,,,,,,,,,,,,,小微企业,浙江省,330000,金华市,330700,义乌市,330782
69968608,4dbb128299dc7e5414448c399e4a1cc1,2017,诸暨市农家黑饺子店,黄朝静,0.0005万人民币,,2017-08-17,存续,,,,,,,,,,,,,,,,,,小微企业,浙江省,330000,绍兴市,330600,诸暨市,330681
65449883,f94b065c5feedcc761a8821739fd7599,2018,响水县小尖镇超荣广告设计门市部,李广荣,10万人民币,,2018-12-07,在业,,,,,,,,,,,,,,,,,,,江苏省,320000,盐城市,320900,响水县,320921
39761796,2a91daa2a88e3fc4353c76e7f95dc426,2017,象山鹤浦陈喜燕日用品店,陈喜燕,5万人民币,,2017-04-05,注销,,,,,,,,,,,,,,,,,,,浙江省,330000,宁波市,330200,象山县,330225
71668934,a204a7d6500219bca5ffdbc018aa8174,2018,洛南县灵口镇来平饭庄,张西,,,2018-11-02,开业,,,,,,,,,,,,,,,,,,小微企业,陕西省,610000,商洛市,611000,洛南县,611021
43541482,90ddd2e4615af74eb04e13ecf6dee44e,2018,宣威市龙潭镇李辉养殖场,李应江,,,2018-04-26,存续,,,,,,,,,,,,,,,,,,小微企业,云南省,530000,曲靖市,530300,宣威市,530381
1328072,045d2dce2f6a52a1f7b20baca84fed92,2018,中铁中冶联合控股集团有限公司,冯丽静,10000万人民币,-,2018-02-23,在业,91110101MA01AFF09J,-,91110101MA01AFF09J,MA01AFF09,其他有限责任公司,商务服务业,,北京市工商行政管理局东城分局,2018-02-23至无固定期限,-,-,0,,-,北京市东城区东直门外大街42号二层商业201-9,投资管理；资产管理；房地产开发；房地产信息咨询（不含中介服务）；从事房地产经纪业务；技术开发、技术转让、技术咨询、技术服务；出租办公用房；出租商业用房；室内装饰设计；设计、制作、代理、发布广告；会议服务；承办展览展示；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；计算机系统集成；软件开发；企业管理咨询；经济贸易咨询；组织文化艺术交流活动；销售医疗器械（限I类）、日用品、家用电器、工艺品、电子产品、通讯设备、汽车零配件、汽车；销售食品。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,ztcjgc@163.com,小微企业,北京市,110000,北京市,110000,东城区,110101
67047096,ac69dfc25e961ccb33069ddd95e6d6e9,2018,仙游县大济国良水果采摘园,张国良,,,2018-11-08,存续,,,,,,,,,,,,,,,,,,小微企业,福建省,350000,莆田市,350300,仙游县,350322
52832013,0275c8c630408ae70f582e0088b38bf5,2017,沙坪坝区靖雯便利店,郭靖雯,0.0003万人民币,,2017-09-21,存续,,,,,,,,,,,,,,,,,,,重庆市,500000,重庆市,500000,沙坪坝区,500106
53046074,372fc5808a566d4617510a82d80dcd0e,2017,静宁县一分田种植养殖农民专业合作社,王高鹏,160万人民币,,2017-07-17,存续,,,,,,,,,,,,,,,,,,,甘肃省,620000,平凉市,620800,静宁县,620826
25426567,96390ed42708128d11fdca4a055e427f,2017,青岛志海工贸有限公司,刘玉臻,20万,20万,2017-10-16,在业,91370285MA3ENEPD4Q,370285230108477,91370285MA3ENEPD4Q,MA3ENEPD4,有限责任公司(自然人投资或控股),批发业,,莱西市市场监督管理局,2017-10-16至无固定期限,-,-,0,-,-,山东省青岛市莱西市青岛北路168号,水果、日用百货、建筑材料（危险品除外）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,707234987@qq.com,小微企业,山东省,370000,青岛市,370200,莱西市,370285
126564657,196533fb151b4fad626c65f8040ed61f,2018,东莞市企石兴鑫电子加工店,张春明,-,,2018-01-05,存续,,,,,,,None,,,,,,,,,,,None,广东省,440000,东莞市,441900,东莞市,441900
198186,13d1aff983c809979fb4d361eded148a,2017,深圳市乐曼思贸易有限责任公司,张全红,10万人民币,-,2017-03-23,存续,91440300MA5EEGGR1C,440300200484656,91440300MA5EEGGR1C,MA5EEGGR1,有限责任公司(自然人独资),批发业,,龙岗局,2017-03-23至2097-04-07,-,-,0,-,-,深圳市龙岗区宝龙街道丁甲岭新村74栋1楼2号,经营电子商务；纺织、服装类:男士服装、女士服装、童装、围巾、头巾、手套、袜子、皮带、领带、领结、领带夹及饰物、胸针的销售；鞋、帽、床上用纺织品（床单、床罩、被褥等）、室内装饰用纺织品（窗帘、桌布、地毯、挂毯等）、纺织品（毛巾、浴巾等）的销售。；化妆品、卫生用品类:化妆品、卫生用品的销售（护肤用品、头发护理用品、香水、妇女卫生用品、卫生纸、纸巾、洗漱用品等）；厨房、卫生间用具、灯具、装饰品、家用电器:厨房、卫生间用具、灯具、装饰物品、家用电器、家具的销售；钟表、眼镜、箱、包的销售。；文化、体育用品类:文具用品、体育用品、首饰、工艺美术品的销售；,"""484180750@qq.com"",""1740246943@qq.com""",小微企业,广东省,440000,深圳市,440300,龙岗区,440307
70932924,9e77a0319ce9d1b21d4ec5533a0b1957,2017,龙州县李琴坚果购销部,李琴,0.0001万人民币,,2017-09-26,注销,,,,,,,,,,,,,,,,,,小微企业,广西壮族自治区,450000,崇左市,451400,龙州县,451423
105899199,b42e8c2e7dd8daa409c8616f54f36f58,2017,蒙城县大成植保机械销售服务有限公司,程伟,400万人民币,,2017-09-01,存续（在营、开业、在册）,,341622000147722,91341622MA2NYWJT2H,MA2NYWJT2,有限责任公司(自然人投资或控股),批发业,None,蒙城县市场监督管理局,2017-09-01至无固定期限,,,,None,None,亳州市蒙城县芡河路7号,None,,,安徽省,340000,亳州市,341600,蒙城县,341622
68397640,f383bb68b6f616c39249e7a4e772708c,2017,惠东县黄埠呙自中烧腊档,呙自中,1.5万人民币,,2017-05-11,存续,,,,,,,,,,,,,,,,,,小微企业,广东省,440000,惠州市,441300,惠东县,441323
56922657,d596db5d0af3fbedba30feac928c7aad,2018,深圳市宝安区航城街道凤飞健康超市,梅世梁,3万人民币,,2018-12-13,存续,,,,,,,,,,,,,,,,,,小微企业,广东省,440000,深圳市,440300,宝安区,440306
72227915,b5ea5679e6fa4e72f1313feeb6cd562c,2018,德江县国兵手撕鸭店,何国兵,,,2018-10-16,存续,,,,,,,,,,,,,,,,,,小微企业,贵州省,520000,铜仁市,520600,德江县,520626
99728354,e0a8d215d7c976d27243c6b51aa0bb86,2018,临沂市兰山区兮颜美容服务中心,彭超,,,2018-12-06,在营企业,,,,,,,,,,,,,,,,,,,山东省,370000,临沂市,371300,兰山区,371302
21836166,4264e25f54875e02ddef81ab36b6f5cb,2017,重庆市联动工艺品有限公司,安洪燕,20万,-,2017-05-03,存续,91500225MA5UJW661F,500225009570890,91500225MA5UJW661F,MA5UJW661,有限责任公司(自然人独资),文教、工美、体育和娱乐用品制造业,,重庆市大足区市场监督管理局,2017-05-03至无固定期限,-,-,0,-,-,重庆市大足区三驱镇双吉村7组,手工艺品（不含象牙及其制品）生产、销售。（以上经营范围，法律、法规禁止经营的不得经营；法律、法规规定应经审批而未获审批前不得经营 ）***,147524413@qq.com,小微企业,重庆市,500000,重庆市,500000,大足区,500111
85231916,9be43f4003480f7841e7d03e679f7973,2018,武都洛塘义红苗木种植场,王义红,,,2018-05-24,存续,,,,,,,,,,,,,,,,,,小微企业,甘肃省,620000,陇南市,621200,武都区,621202
56336538,3de4d76255b90fe84d97629f8b874723,2017,万源市代太丹早餐店,代太丹,0.0001万人民币,,2017-05-16,存续,,,,,,,,,,,,,,,,,,小微企业,四川省,510000,达州市,511700,万源市,511781
6549028,582a110ae4ec069cd084a2f9c77a25d8,2018,义乌市三格鑫电子商务有限公司,胡凯,10万人民币,-,2018-03-28,存续,91330782MA2DBBL81K,330782001209070,91330782MA2DBBL81K,MA2DBBL81,有限责任公司(自然人投资或控股),零售业,,义乌市市场监督管理局,2018-03-28至9999-09-09,-,-,0,-,-,浙江省义乌市北苑街道秋实路117号商城创业园电子商务区A幢1单元三楼301（自主申报）,网上销售：工艺品、服装及配件、饰品及配件、箱包、鞋、袜、帽、围巾、文体用品（不含图书、报刊、音像制品及电子出版物）、户外野营用具、小五金、家居日用品、床上用品、数码产品（不含电子出版物）、珠宝首饰、钟表、眼镜（不含隐形眼镜）、针纺织品、玩具。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,小微企业,浙江省,330000,金华市,330700,义乌市,330782
124786146,e6a29f7fed2387a7dc53a17ce92d4a90,2017,宿州市埇桥区无忧妈妈健康信息咨询服务部,朱翠娟,,,2017-07-11,存续（在营、开业、在册）,,,,,个体工商户,None,None,宿州市埇桥区西关市场监督管理所,,,,,,,安徽省宿州市埇桥区西关办事处宿蒙路东侧10号,母婴健康信息咨询服务，预包装食品零售，美容美体、推拿按摩服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,None,安徽省,340000,宿州市,341300,埇桥区,341302
110291229,8e7e7697820963cb38723a04fb62342e,2017,赣州市诺达包装材料有限公司,刘芳,(人民民币)5.万元,,2017-02-17,存续（在营、开业、在册）,,360703210037670,91360703MA35Q1H0XX,MA35Q1H0X,有限责任公司(自然人独资),橡胶和塑料制品业,None,赣州经济技术开发区工商行政管理局,2017-02-17至无固定期限,,,,None,None,江西省赣州市赣州经济技术开发区黄金岭街道杨梅新村C10栋1903号店面,None,,,江西省,360000,赣州市,360700,章贡区,360702
60520311,4ab84e764b81d52d54d3c0408b086a29,2018,辉胜科技数码（杭州）淘宝店,郭小铃,,,2018-12-28,存续,,,,,,,,,,,,,,,,,,小微企业,浙江省,330000,杭州市,330100,西湖区,330106
102662446,0bfa753c08456373b20b46769ac4851c,2018,佛山市欧运物流有限公司,李家东,300万人民币,,2018-02-05,存续,,None,91440606MA51B9W05X,MA51B9W05,有限责任公司(自然人投资或控股),道路运输业,None,佛山市顺德区市场监督管理局,2018-02-05至无固定期限,,,,None,None,佛山市顺德区乐从镇乐从社区居民委员会细海工业区乐成路5号地欧浦钢铁交易市场C区8号,None,,,广东省,440000,佛山市,440600,顺德区,440606
119637122,e8580025d3929ec2355a9d25d9dd479d,2018,民和县如海建材商行,马如海,-,,2018-03-06,存续,,,,,,,None,,,,,,,,,,,None,青海省,630000,海东市,630200,民和回族土族自治县,630222
78124793,160c20080d27a30ec7342ce379316aac,2018,枣强县众发汽修厂,林肖振,,,2018-11-21,存续,,,,,,,,,,,,,,,,,,小微企业,河北省,130000,衡水市,131100,枣强县,131121
35123911,287212771aab2cc31383cb2ddf4e0a56,2018,东方华荣福英大药房,符英,,,2018-04-13,存续,,,,,,,,,,,,,,,,,251668329@qq.com,小微企业,海南省,460000,东方市,469007,东方市,469007
74575351,5aaeb25faaf742b3b1a45e13f1f9ddbf,2018,商水县徐传佳五金店,徐传佳,,,2018-09-29,存续,,,,,,,,,,,,,,,,,,小微企业,河南省,410000,周口市,411600,商水县,411623
104140285,c83d2f9278b0ba89bf9bd5edfd67223a,2017,湖南省康祥物业服务有限公司,唐喜乐,500.000000万人民币,,2017-12-27,存续（在营、开业、在册）,,None,91430500MA4PB4XG9Y,MA4PB4XG9,有限责任公司(自然人独资),None,None,邵阳市工商行政管理局,2017-12-27至2037-12-26,,,,None,None,湖南省邵阳市双清区宝庆东路865号,None,,,湖南省,430000,邵阳市,430500,双清区,430502
92131861,1f56f5f068f291b365ac3eb09eeb9baa,2018,佛山市顺德区信诚号海鲜餐饮服务餐厅,严国雄,,,2018-09-07,存续,,,,,,,,,,,,,,,,,,,广东省,440000,佛山市,440600,顺德区,440606
97667634,a77fc5c92e1046dac61ef424269dced9,2018,突泉县突泉镇疯狂烤翅串吧,郝晓双,,,2018-04-24,注销,,,,,,,,,,,,,,,,,,,内蒙古自治区,150000,兴安盟,152200,突泉县,152224
44718385,0114254c7dba6b0dbcf943918173ffa1,2018,遂溪县遂城谢燕芸水产品档,谢燕芸,,,2018-10-25,存续,,,,,,,,,,,,,,,,,,小微企业,广东省,440000,湛江市,440800,遂溪县,440823
51241119,5b6e60e500a3bcff689fef81a039832b,2018,龙门县龙潭镇真彩耀竹木工艺制品厂,钟杰宇,,,2018-06-07,存续,,,,,,,,,,,,,,,,,,,广东省,440000,惠州市,441300,龙门县,441324
92030797,2f3ce89dbaba34c7ba92934138e68fbb,2018,衡水滨湖新区韩记小吃部,韩国锋,,,2018-09-03,存续,,,,,,,,,,,,,,,,,,小微企业,河北省,130000,衡水市,131100,桃城区,131102
34802386,32137c3c4afc740e9a8bf19c6ff575d6,2018,剑阁树蓉牛奶配送站,王树蓉,,,2018-07-17,存续,,,,,,,,,,,,,,,,,,小微企业,四川省,510000,广元市,510800,剑阁县,510823
94295103,2eba0d12574645c61b5c7cb96419a657,2018,桦南县桦南林业局财运地板加工厂,岳继东,,,2018-06-11,存续,,,,,,,,,,,,,,,,,,小微企业,黑龙江省,230000,佳木斯市,230800,桦南县,230822
29226573,690f63ed3f35ee625699d50c1de41df7,2017,乐山七连投资有限公司,陈仁富,200万人民币,-,2017-01-20,存续,91511100MA63M9742G,511100090484848,91511100MA63M9742G,MA63M9742,有限责任公司(自然人独资),商务服务业,,乐山市市中区市场和质量监督管理局,2017-01-20至无固定期限,-,-,-,-,-,四川省乐山市市中区米市巷35号,基础设施、贸易、教育、娱乐、文化产业投资；市场营销、企业形象策划；企业管理咨询；汽车租赁；贸易代理；销售建材、电子产品、办公设备、文具用品、日用百货、家用电器；信息技术咨询及服务；广告制作、发布（气球广告除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。※,,,四川省,510000,乐山市,511100,市中区,511102
52718358,2fa65e2cf44029eb9dafcabc3de4fa13,2018,廉江市安铺阿珠内衣店,马学珠,,,2018-04-24,在营企业,,,,,,,,,,,,,,,,,,小微企业,广东省,440000,湛江市,440800,廉江市,440881
27827175,3f2d9e9b836180348587edecefeed79e,2018,汕尾红海湾四发实业有限公司,周之煌,600万,-,2018-04-26,注销,91441500MA51LECE0C,441503000004183,91441500MA51LECE0C,MA51LECE0,有限责任公司(自然人投资或控股),商务服务业,,广东省汕尾市工商行政管理局红海湾分局,2018-04-26至无固定期限,-,-,0,-,-,汕尾市红海湾田墘街道二村康乐街40号二楼,旅游服务；水产品养殖；企业形象策划；网络工程；摄影服务；礼仪服务；餐饮管理；市政工程配套服务；物业管理；房地产开发；园林绿化工程；空调水电安装；保洁服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,,小微企业,广东省,440000,汕尾市,441500,城区,441502
117575614,4f894fcf0519180506fb1451e55779db,2017,哈尔滨市南岗区文升办公耗材用品商店,王晓东,,,2017-08-07,存续（在营、开业、在册）,,,,,个体工商户,None,None,哈尔滨市南岗区荣市市场监督管理所,,,,,,,哈尔滨市南岗区花园街210号2单元6层1号,零售办公用品、文教用品、耗材、日用百货。,,None,黑龙江省,230000,哈尔滨市,230100,南岗区,230103
78689793,608bb7a6c3ff036eda7db4550341df8b,2018,七里河区意美便利店,曾强明,,,2018-12-25,存续,,,,,,,,,,,,,,,,,,,甘肃省,620000,兰州市,620100,七里河区,620103
120100715,e5900e95da9139773b0454a83561eb74,2017,海州区新桥社区金助贸易商行,金倩,1万人民币,,2017-07-21,在业,,,,,,,None,,,,,,,,,,,None,江苏省,320000,连云港市,320700,海州区,320706
40113645,bc9b13cbe14938bf4822f0229a352f1f,2017,辛集市丽声医疗器械经销处,李翠如,,,2017-03-23,注销,,,,,,,,,,,,,,,,,,,河北省,130000,石家庄市,130100,辛集市,130181
28587949,3d8b686d89de9925f2674dad563ca282,2017,成都恒特固科技有限公司,龙云,100万人民币,-,2017-03-28,存续,91510112MA6CMCA481,510112000184122,91510112MA6CMCA481,MA6CMCA48,有限责任公司(自然人独资),软件和信息技术服务业,,成都市龙泉驿区市场和质量监督管理局,2017-03-28至3999-01-01,-,小于50人,1,-,-,四川省成都市龙泉驿区同安镇希望路323号商铺,软件开发；销售：电子产品、五金交电、机械设备、建材、纸制品（依法须经批准的项目，经相关部门批准后方可开展经营活动；未取得相关行政许可（审批），不得开展经营活动）。,"""540403537@qq.com"",""540403536@qq.com""",小微企业,四川省,510000,成都市,510100,龙泉驿区,510112
126034530,04a068056d7767ae3092fe913c517f03,2017,郑州市惠济区同心商店,孙保全,-,,2017-08-15,存续,,,,,,,None,,,,,,,,,,,None,河南省,410000,郑州市,410100,惠济区,410108
49034723,9c4f525b52ae08432d1284dac76cdb7e,2017,安徽省虚拟现实产业协会,,3万人民币,,2017-10-13,正常,,,,,,,,,,,,,,,,,,社会组织,安徽省,340000,合肥市,340100,庐阳区,340103
60140033,b80adaaed47d2dca51f321f02c067528,2017,新罗区连珍美豆腐摊,连珍美,0.0001万人民币,,2017-07-07,存续,,,,,,,,,,,,,,,,,,小微企业,福建省,350000,龙岩市,350800,新罗区,350802
35160207,05ad8c56335370b98e3bcf21fe94d233,2017,郫都区蒋氏鸭味轩中餐馆,蒋树德,0.0005万人民币,,2017-05-19,存续,,,,,,,,,,,,,,,,,,小微企业,四川省,510000,成都市,510100,郫都区,510117
100741560,86e43187c913d612bb2f244466fffb91,2018,汕尾市城区盐属百货店,黄良宝,0.0003万人民币,,2018-01-08,存续,,,,,,,,,,,,,,,,,,,广东省,440000,汕尾市,441500,城区,441502
46140657,45ff3bb2edb0a835aa776e0fb13c4fab,2018,佛山市顺德区张西化妆品店,张春飞,,,2018-11-02,存续,,,,,,,,,,,,,,,,,,,广东省,440000,佛山市,440600,顺德区,440606
126291058,a41c6e9566fd23377e6c8bb50e32fc84,2017,保定市满城区美康日化商店,王娜,-,,2017-12-22,存续,,,,,,,None,,,,,,,,,,,None,河北省,130000,保定市,130600,满城区,130607
6944820,33243a7e5ee8194f003192a14fcd1349,2018,安阳映日清洁服务有限公司,刘万钧,10万,10万,2018-06-21,存续,91410503MA45DD1E6R,410503010042546,91410503MA45DD1E6R,MA45DD1E6,有限责任公司(自然人独资),其他服务业,,安阳市北关区市场监督管理局,2018-06-21至2048-06-20,-,-,0,-,-,安阳市北关区三府路二机床厂家属院4号楼2单元3层东户,清洁服务。,1479861127@qq.com,小微企业,河南省,410000,安阳市,410500,北关区,410503
50865346,71cfb1469018d2975b295e5acac13d7f,2018,西安市汉长城保护区鑫丽德百货经营部,林丽丽,,,2018-10-25,开业,,,,,,,,,,,,,,,,,,小微企业,陕西省,610000,西安市,610100,未央区,610112
47570488,f51a0405ad02bdfc969e1c46207c0827,2017,任丘市正浩汽车配件销售处,郅伟超,0.002万人民币,,2017-05-19,存续,,,,,,,,,,,,,,,,,,小微企业,河北省,130000,沧州市,130900,任丘市,130982
27735060,492b760c0294698b986d2687844bb0b9,2017,浙江地标建筑设计有限公司上海第一分公司,胡浩泓,-,-,2017-04-05,存续,91310113MA1GLFYEX8,310113001840230,91310113MA1GLFYEX8,MA1GLFYEX,有限责任公司分公司(自然人投资或控股),建筑装饰和其他建筑业,,宝山区市场监督管理局,2017-04-05至无固定期限,-,小于50人,6,-,-,上海市宝山区沪太路8885号6幢A楼1406室,建筑工程设计；城市规划设计；室内外装饰设计；园林景观设计。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,,小微企业,上海市,310000,上海市,310000,宝山区,310113
110989274,934aeae946138f53649313939261700c,2017,哈尔滨欣悦达商务咨询有限公司,刘文杰,81万元,,2017-04-07,存续（在营、开业、在册）,,230110101106838,91230110MA19BD0P73,MA19BD0P7,有限责任公司(自然人投资或控股),商务服务业,None,哈尔滨市香坊区市场监督管理局,2017-04-07至无固定期限,,,,None,None,哈尔滨市香坊区和平路2号和平大厦11层1115室,None,,,黑龙江省,230000,哈尔滨市,230100,香坊区,230110
120327084,03e1914915c70da407dc0c4b629edf87,2017,颍上县刘彪小吃部,刘彪,,,2017-05-25,存续（在营、开业、在册）,,,,,个体工商户,None,None,颍上县市场监督管理局新区市场监管所,,,,,,,颍上县慎城镇中山路林海尚城小区396号,食品制售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,,None,安徽省,340000,阜阳市,341200,颍上县,341226
77596423,709feac3b325240a68f348c296e3b34a,2017,微山县夏镇铭恩服装店,尚洪英,0.0001万人民币,,2017-10-23,注销企业,,,,,,,,,,,,,,,,,,,山东省,370000,济宁市,370800,微山县,370826
82892023,00c24598e077605d060391e9761b0943,2018,巴彦淖尔市临河区味尚滋一元火锅店,张旭,,,2018-08-22,注销,,,,,,,,,,,,,,,,,,,内蒙古自治区,150000,巴彦淖尔市,150800,临河区,150802
47765717,c3823783ce4508112fd43c361f14e996,2017,赤壁市何姐桂林米粉店,何美兰,,,2017-04-10,注销,,,,,,,,,,,,,,,,,,,湖北省,420000,咸宁市,421200,赤壁市,421281
103917308,8c1df648f0d07e39d008f2b18c57f20c,2017,湖北蜂巢置业有限公司,陈艳鹏,3300.000000万人民币,,2017-06-14,存续（在营、开业、在册）,,420100000803213,91420100MA4KUPEB34,MA4KUPEB3,有限责任公司(自然人投资或控股),房地产业,None,武汉东湖新技术开发区市场监督管理局,2017-06-14至无固定期限,,,,None,None,武汉市东湖新技术开发区九峰市场3-6号门面,None,,,湖北省,420000,武汉市,420100,洪山区,420111
72674312,f42e8c30ef1ffabffa85121d81cf0682,2018,昆明市五华区玉霖阁工艺品店,陈桂花,,,2018-06-20,存续,,,,,,,,,,,,,,,,,,小微企业,云南省,530000,昆明市,530100,五华区,530102
18821724,627adcf300b7f519212e0c0679ff91c2,2017,山东乾诚金服电子商务有限公司高庄营业部,张书华,-,-,2017-11-02,注销,91371202MA3ER8F267,371202300020627,91371202MA3ER8F267,MA3ER8F26,有限责任公司分公司(自然人投资或控股的法人独资),-,,莱芜市莱城区市场监督管理局,2017-11-02至无固定期限,-,-,-,-,-,莱芜市莱城区高庄街道办事处高庄村,网上销售：医疗器械、环保设备、工程机械设备及配件、五金交电。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,山东省,370000,济南市,370100,莱芜区,370116
127050859,210b3f5a56875fddc346ff51250ce782,2017,治术市雁塔活印喜饭店,杨印喜,-,,2017-07-18,开业,,,,,,,None,,,,,,,,,,,None,陕西省,610000,西安市,610100,新城区,610102
66404953,9b75b5551945fa9a46a36218ed2c9c21,2017,新民市许传新个体运输户,许传新,0.0002万人民币,,2017-12-27,存续,,,,,,,,,,,,,,,,,,小微企业,辽宁省,210000,沈阳市,210100,新民市,210181
84928755,eff599da65643bf528e4657fe428634a,2018,海口龙华小梁休闲吧,陈道运,,,2018-10-19,存续,,,,,,,,,,,,,,,,,,小微企业,海南省,460000,海口市,460100,龙华区,460106
93812686,924d8b664de1ee7f2299031ead044055,2018,东莞市企石兰庆饮食店,朱家燕,,,2018-07-13,在营企业,,,,,,,,,,,,,,,,,,小微企业,广东省,440000,东莞市,441900,东莞市,441900
112761554,feb52f9c88f22e34fc3a9654b37491e1,2017,盱眙天地生态农业发展有限公司,刘亚,50万元人民币,,2017-01-12,注销,,320830000198773,91320830MA1NAJ209G,MA1NAJ209,有限责任公司(自然人独资),农业,None,盱眙县市场监督管理局,2017-01-12至无固定期限,,,,None,None,盱眙县凹土科枝产业园,None,,,江苏省,320000,淮安市,320800,盱眙县,320830
9789615,ce6b235b333672c276fe12e29a3fd127,2017,魏县王平养殖有限公司,王平,50万人民币,-,2017-06-23,存续,91130434MA08PLBB8G,130434000044313,91130434MA08PLBB8G,MA08PLBB8,有限责任公司(自然人独资),畜牧业,,魏县工商行政管理局,2017-06-23至无固定期限,-,-,0,-,-,河北省邯郸市魏县车往镇前仓口村,蛋鸡、肉鸡、鸭、鹅、羊、养殖、销售，禽蛋销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,河北省,130000,邯郸市,130400,魏县,130434
20879909,46343af2a34ea7c879970daa4fee3234,2017,山东亚索电子商务有限公司,刘洪启,500万,500万,2017-09-12,在业,91370400MA3EJ3JWX1,370400200061157,91370400MA3EJ3JWX1,MA3EJ3JWX,有限责任公司(自然人独资),零售业,,枣庄市市场监督管理局,2017-09-12至无固定期限,-,-,0,-,-,山东省枣庄市高新区复元三路智能制造小镇晶信阳光2层,食品、酒、饮料、服装鞋帽、针纺织品、健身器材、仪器仪表、办公设备、日用品、化妆品、电线电缆、钢材、木材、电子产品、珠宝首饰、橡胶制品、建筑材料、装饰材料、五金交电、计算机软硬件及配件、工艺美术品、化工产品(不含化学危险品)、教学仪器、汽车及配件、纺织品、针织品、机电设备及配件、消防器材、劳保用品、保健品销售及网上销售；经营进出口业务（不含出版物）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"""451133471@qq.com"",""13371105991@.163.com""",,山东省,370000,枣庄市,370400,薛城区,370403
74693928,ff6516fe7c33c99be8c8d2c72273bc4a,2017,裕华区爱朴机电经销部,赵利贞,0.001万人民币,,2017-12-21,存续,,,,,,,,,,,,,,,,,,小微企业,河北省,130000,石家庄市,130100,裕华区,130108
